"timestamp","gt_power_mw","gt_heat_rate_btu_kwh","gt_exhaust_temp_c","solar_output_mw","solar_irradiance_fraction","solar_cell_temp_c","bess_soc_pct","bess_power_mw","bess_terminal_voltage_v","compute_cpu_load_pct","compute_mem_util_pct","compute_inlet_temp_c","cooling_chws_temp_c","cooling_pump_flow_ls","cooling_cop","site_total_load_mw","it_load_mw","mechanical_load_mw","grid_import_mw","islanded","balance_residual_mw","step_event"
"24.1",274.54,10762.3,566.78,120.33,0.6,42.8,72.13,-46.07,1480.5,94.8,55.0,26.42,8.32,4837.6,4.06,359.205,284.334,74.871,-70.313,0,-82.5165,1
"24.2",275.52,10693.2,566.8,120.12,0.6,43.0,72.13,-45.76,1479.2,94.8,55.0,26.38,8.33,4832.0,4.07,359.087,284.382,74.705,-66.129,0,-77.1296,0
"24.3",275.06,10744.6,566.71,120.96,0.6,42.9,72.13,-45.9,1480.2,64.8,55.0,26.34,8.33,3938.7,4.13,245.282,194.298,50.984,-67.992,0,35.6205,0
"24.4",274.75,10770.4,566.77,119.23,0.6,43.0,72.13,-46.03,1480.3,64.8,55.0,26.33,8.33,3954.7,4.14,245.136,194.259,50.877,-69.691,0,31.892,0
"24.5",274.31,10792.9,566.79,119.93,0.6,42.6,72.13,-46.16,1479.8,64.7,55.0,26.39,8.33,3935.4,4.11,245.433,194.238,51.195,-71.326,0,30.09,0
"24.6",273.97,10701.6,566.75,119.5,0.6,43.2,72.13,-46.29,1479.8,64.8,55.0,26.35,8.33,3952.2,4.18,244.733,194.298,50.435,-72.91,0,28.3193,0
"24.7",273.65,10747.2,566.77,119.25,0.6,43.1,72.13,-46.41,1477.8,64.8,55.0,26.36,8.33,3940.8,4.07,245.978,194.298,51.68,-74.026,0,25.2616,0
"24.8",273.5,10731.7,566.62,120.29,0.6,42.6,72.13,-46.53,1477.8,64.8,55.0,26.31,8.33,3942.1,4.11,245.529,194.31,51.219,-75.289,0,25.2131,0
"24.9",274.43,10720.8,566.75,119.32,0.6,43.1,72.13,-46.13,1480.2,94.8,55.0,26.33,8.33,4832.6,4.05,359.361,284.325,75.036,-71.047,0,-84.5807,1
"25.0",275.45,10788.2,566.71,119.74,0.6,43.0,72.13,-45.86,1478.9,94.8,55.0,26.32,8.33,4853.5,4.19,357.122,284.394,72.728,-67.027,0,-76.6083,0
"25.1",275.0,10715.9,566.8,120.1,0.6,43.5,72.13,-46.0,1480.3,64.8,55.0,26.32,8.33,3932.9,4.13,245.373,194.376,50.997,-68.691,0,33.8082,0
"25.2",274.66,10729.1,566.72,120.34,0.6,43.4,72.14,-46.13,1478.9,64.8,55.0,26.31,8.33,3930.1,4.11,245.633,194.403,51.23,-70.365,0,31.6463,0
"25.3",274.35,10733.5,566.74,120.62,0.599,42.5,72.14,-46.26,1480.7,64.8,55.0,26.38,8.33,3958.1,4.12,245.636,194.475,51.161,-71.82,0,30.026,0
"25.4",273.99,10752.7,566.78,120.78,0.6,42.9,72.14,-46.38,1480.9,64.8,55.0,26.32,8.33,3932.6,4.11,245.807,194.541,51.266,-73.417,0,27.9324,0
"25.5",273.7,10736.0,566.7,119.49,0.6,42.9,72.14,-46.5,1479.4,64.8,55.0,26.35,8.33,3943.9,4.09,246.05,194.541,51.509,-74.827,0,24.5818,0
"25.6",273.45,10750.4,566.68,119.46,0.599,42.6,72.14,-46.61,1481.1,64.8,55.0,26.33,8.33,3949.6,4.09,246.041,194.529,51.512,-75.758,0,23.2723,0
"25.7",274.53,10726.7,566.82,120.52,0.599,42.8,72.14,-46.27,1479.5,94.8,55.0,26.38,8.33,4828.1,4.09,358.89,284.502,74.388,-71.543,0,-83.4466,1
"25.8",275.68,10717.2,566.57,119.78,0.599,42.5,72.14,-45.96,1480.1,94.8,55.0,26.34,8.34,4855.8,4.1,358.76,284.511,74.249,-67.504,0,-78.5529,0
"25.9",275.3,10732.2,566.75,119.96,0.6,42.9,72.14,-46.09,1479.7,64.9,55.0,26.38,8.34,3950.0,4.06,246.437,194.565,51.872,-69.056,0,32.4455,0
"26.0",274.92,10695.4,566.75,120.27,0.6,43.3,72.14,-46.22,1478.9,64.9,55.0,26.36,8.34,3946.3,4.05,246.601,194.604,51.997,-70.793,0,30.3454,0
"26.1",274.55,10717.7,566.76,119.74,0.6,43.2,72.14,-46.34,1478.8,64.9,55.0,26.35,8.34,3949.7,4.11,245.932,194.628,51.304,-72.215,0,28.5746,0
"26.2",274.16,10748.8,566.73,120.51,0.6,42.9,72.14,-46.46,1479.7,64.9,55.0,26.33,8.34,3955.0,4.1,246.02,194.601,51.419,-73.816,0,27.1389,0
"26.3",273.81,10767.0,566.74,119.54,0.6,42.7,72.14,-46.58,1480.9,64.8,55.0,26.35,8.34,3938.0,4.12,245.698,194.541,51.157,-74.917,0,24.9307,0
"26.4",273.48,10736.6,566.63,119.48,0.6,43.0,72.14,-46.69,1479.9,64.8,55.0,26.36,8.34,3941.7,4.14,245.481,194.547,50.934,-76.041,0,23.521,0
"26.5",273.11,10769.4,566.77,119.73,0.6,43.2,72.14,-46.8,1479.9,64.8,55.0,26.36,8.34,3938.0,4.12,245.705,194.547,51.158,-77.306,0,21.8036,0
"26.6",274.31,10712.8,566.78,119.81,0.6,43.2,72.14,-46.45,1478.4,94.9,55.0,26.39,8.34,4839.1,4.16,357.828,284.58,73.248,-72.789,0,-84.7445,1
"26.7",275.26,10727.4,566.7,119.19,0.6,42.8,72.14,-46.06,1481.2,94.8,55.0,26.38,8.34,4842.1,4.03,359.981,284.535,75.446,-68.678,0,-82.0723,0
"26.8",274.94,10745.2,566.74,119.13,0.599,42.9,72.15,-46.19,1479.5,64.8,55.0,26.37,8.34,3956.5,4.12,245.671,194.505,51.166,-70.262,0,30.7161,0
"26.9",274.5,10730.5,566.75,119.16,0.599,42.5,72.15,-46.31,1478.2,64.8,55.0,26.36,8.34,3955.5,4.05,246.513,194.526,51.987,-71.592,0,28.0044,0
"27.0",274.14,10704.5,566.76,120.91,0.6,43.1,72.15,-46.44,1478.4,64.8,55.0,26.35,8.34,3954.3,4.1,245.885,194.493,51.392,-73.183,0,28.3186,0
"27.1",273.75,10769.0,566.71,120.77,0.6,43.0,72.15,-46.55,1479.3,64.8,55.0,26.41,8.34,3949.2,4.07,246.192,194.463,51.729,-74.671,0,25.8725,0
"27.2",273.35,10725.3,566.79,121.24,0.6,42.8,72.15,-46.67,1481.8,64.8,55.0,26.38,8.34,3936.1,4.14,245.263,194.376,50.887,-75.718,0,25.7191,0
"27.3",273.06,10723.7,566.66,120.53,0.6,42.5,72.15,-46.77,1477.9,64.8,55.0,26.36,8.34,3918.1,4.1,245.658,194.34,51.318,-77.032,0,22.8918,0
"27.4",274.12,10711.2,566.66,119.64,0.6,42.7,72.15,-46.43,1477.6,94.8,55.0,26.37,8.34,4830.7,4.16,357.499,284.322,73.177,-72.344,0,-84.3044,1
"27.5",275.11,10745.5,566.67,120.09,0.6,42.7,72.15,-46.12,1480.7,94.8,55.0,26.39,8.35,4833.7,4.11,358.39,284.367,74.023,-68.586,0,-79.6849,0
"27.6",274.85,10726.9,566.71,120.2,0.6,42.7,72.15,-46.24,1479.5,64.8,55.0,26.38,8.34,3935.7,4.16,245.018,194.361,50.657,-70.11,1,32.4504,0
"27.7",274.4,10739.1,566.75,120.4,0.6,42.5,72.15,-46.37,1479.7,64.8,55.0,26.41,8.34,3928.3,4.04,246.425,194.382,52.043,-71.903,1,28.8757,0
"27.8",274.05,10681.8,566.72,120.56,0.6,42.7,72.15,-46.48,1480.2,64.8,55.0,26.36,8.34,3937.7,4.12,245.552,194.424,51.128,-73.049,1,28.2938,0
"27.9",273.52,10791.7,566.76,120.7,0.6,42.8,72.15,-46.6,1478.4,64.8,55.0,26.37,8.34,3945.5,4.14,245.336,194.427,50.909,-74.513,1,26.5414,0
"28.0",273.19,10749.9,566.65,121.11,0.6,43.7,72.15,-46.71,1480.2,64.8,55.0,26.37,8.34,3945.1,4.12,245.585,194.445,51.14,-75.903,1,24.8727,0
"28.1",272.91,10701.0,566.76,119.69,0.6,42.8,72.15,-46.82,1481.1,64.8,55.0,26.36,8.34,3933.0,4.09,246.035,194.538,51.497,-76.934,1,21.577,0
"28.2",274.02,10756.9,566.73,119.33,0.6,43.5,72.15,-46.41,1480.4,94.8,55.0,26.38,8.35,4847.0,4.08,359.132,284.544,74.588,-72.431,1,-86.4165,1
"28.3",275.09,10706.1,566.7,119.58,0.6,42.7,72.16,-46.1,1477.3,94.9,55.0,26.39,8.35,4849.9,4.17,357.686,284.589,73.097,-68.484,1,-79.3879,0
"28.4",274.79,10728.8,566.64,119.04,0.6,42.3,72.16,-46.23,1477.9,64.9,55.0,26.39,8.35,3943.1,4.02,246.922,194.577,52.345,-69.907,1,29.5446,0
"28.5",274.39,10704.5,566.62,120.15,0.6,43.0,72.16,-46.35,1481.1,64.8,55.0,26.42,8.35,3959.8,4.06,246.384,194.514,51.87,-71.431,1,29.1483,0
"28.6",274.02,10729.6,566.73,119.98,0.6,42.7,72.16,-46.47,1479.2,64.8,55.0,26.36,8.35,3956.0,4.08,246.078,194.46,51.618,-72.75,1,27.4782,0
"28.7",273.6,10752.2,566.7,119.6,0.6,43.2,72.16,-46.58,1478.5,64.8,55.0,26.39,8.35,3945.6,4.2,244.761,194.505,50.256,-74.353,1,26.2755,0
"28.8",273.23,10784.6,566.58,120.28,0.6,43.2,72.16,-46.7,1481.8,64.8,55.0,26.37,8.35,3945.1,4.08,246.123,194.505,51.618,-75.25,1,24.2119,0
"28.9",274.36,10743.2,566.68,120.49,0.599,42.8,72.16,-46.31,1481.0,94.8,55.0,26.35,8.35,4841.3,4.04,359.783,284.517,75.266,-71.206,1,-84.2524,1
"29.0",275.47,10731.2,566.77,119.42,0.599,43.0,72.16,-46.01,1479.2,94.8,55.0,26.38,8.35,4845.3,4.15,357.917,284.514,73.403,-66.987,1,-77.8141,0
"29.1",275.08,10723.0,566.59,120.27,0.599,42.6,72.16,-46.14,1480.5,64.8,55.0,26.36,8.35,3944.0,4.02,246.822,194.496,52.326,-68.776,1,32.377,0
"29.2",274.73,10701.7,566.62,120.07,0.599,43.0,72.16,-46.27,1480.0,64.8,55.0,26.4,8.35,3937.3,4.1,245.883,194.505,51.378,-70.297,1,31.1215,0
"29.3",274.45,10708.7,566.62,119.78,0.599,43.1,72.16,-46.39,1480.2,64.8,55.0,26.41,8.35,3956.1,4.17,245.101,194.502,50.599,-71.954,1,29.5657,0
"29.4",274.09,10738.9,566.63,119.69,0.599,43.1,72.16,-46.51,1479.5,64.8,55.0,26.35,8.35,3952.9,4.18,244.931,194.457,50.474,-73.279,1,27.8386,0
"29.5",273.8,10754.7,566.68,119.94,0.599,42.9,72.16,-46.62,1479.6,64.8,55.0,26.41,8.35,3929.0,4.12,245.581,194.454,51.127,-74.531,1,25.782,0
"29.6",274.86,10754.1,566.75,119.87,0.6,43.2,72.16,-46.28,1478.8,94.8,55.0,26.36,8.35,4824.3,4.12,358.384,284.505,73.879,-70.158,1,-81.8843,1
"29.7",275.84,10746.8,566.75,119.93,0.599,43.0,72.16,-46.02,1481.0,94.8,55.0,26.4,8.36,4844.6,4.17,357.61,284.532,73.078,-66.466,1,-76.1121,0
"29.8",275.41,10737.6,566.69,120.15,0.599,43.3,72.16,-46.15,1481.0,64.9,55.0,26.41,8.36,3963.1,4.01,247.056,194.571,52.485,-68.036,1,33.0807,0
"29.9",275.03,10695.7,566.57,119.81,0.6,42.8,72.17,-46.27,1479.8,64.9,55.0,26.37,8.36,3950.1,4.12,245.792,194.607,51.185,-69.715,1,31.8267,0
"30.0",274.56,10760.0,566.6,119.66,0.6,43.1,72.17,-46.4,1479.5,64.9,55.0,26.39,8.36,3944.7,4.1,246.024,194.613,51.411,-71.397,1,29.1663,0
"30.1",274.28,10721.1,566.68,120.11,0.6,42.5,72.17,-46.52,1481.6,64.9,55.0,26.38,8.36,3953.7,4.09,246.108,194.58,51.528,-72.535,1,27.9999,0
"30.2",273.82,10728.1,566.62,120.55,0.6,42.6,72.17,-46.63,1481.6,64.9,55.0,26.38,8.36,3931.3,4.08,246.217,194.592,51.625,-74.014,1,26.2771,0
"30.3",274.92,10753.3,566.71,119.77,0.599,43.5,72.17,-46.29,1479.3,94.9,55.0,26.41,8.36,4821.9,4.13,358.304,284.577,73.727,-70.027,1,-81.7247,1
"30.4",276.09,10726.3,566.52,119.77,0.599,43.5,72.17,-45.93,1480.4,94.9,55.0,26.41,8.36,4832.8,4.0,360.648,284.652,75.996,-65.87,1,-78.392,0
"30.5",275.72,10741.3,566.7,120.06,0.6,43.1,72.17,-46.06,1479.7,64.9,55.0,26.42,8.36,3942.4,4.1,246.003,194.598,51.405,-67.642,1,34.8367,0
"30.6",275.3,10713.5,566.56,119.86,0.599,43.4,72.17,-46.19,1479.5,64.9,55.0,26.37,8.36,3933.2,4.06,246.424,194.568,51.856,-69.384,1,31.9263,0
"30.7",274.9,10725.4,566.66,119.91,0.599,43.6,72.17,-46.32,1482.7,64.8,55.0,26.42,8.36,3938.8,4.15,245.339,194.526,50.813,-70.829,1,31.1007,0
"30.8",274.6,10697.8,566.76,119.42,0.599,42.9,72.17,-46.44,1480.8,64.8,55.0,26.45,8.36,3934.4,4.08,246.097,194.493,51.604,-72.333,1,27.9177,0
"30.9",274.28,10679.1,566.67,120.16,0.599,43.0,72.17,-46.55,1478.5,64.8,55.0,26.42,8.36,3951.1,4.08,246.129,194.505,51.624,-73.512,1,27.0129,0
"31.0",273.81,10739.7,566.63,120.04,0.599,42.7,72.17,-46.67,1479.6,64.9,55.0,26.39,8.36,3948.3,4.07,246.303,194.553,51.75,-74.942,1,24.7093,0
"31.1",274.89,10727.5,566.64,120.07,0.599,43.0,72.17,-46.33,1479.2,94.9,55.0,26.45,8.36,4837.3,4.11,358.662,284.583,74.079,-70.753,1,-82.5788,1
"31.2",276.0,10695.2,566.61,120.05,0.599,43.0,72.17,-46.04,1478.9,94.9,55.0,26.46,8.36,4838.6,4.13,358.406,284.646,73.76,-66.796,1,-76.9833,0
"31.3",275.75,10696.4,566.72,119.58,0.599,43.1,72.17,-46.17,1480.1,64.9,55.0,26.43,8.36,3942.4,4.01,247.181,194.688,52.493,-68.578,1,32.1653,0
"31.4",275.37,10674.6,566.66,119.39,0.6,43.1,72.18,-46.3,1478.8,64.9,55.0,26.43,8.36,3956.2,4.12,245.928,194.712,51.216,-69.909,1,31.389,0
"31.5",275.1,10770.2,566.67,120.1,0.6,42.9,72.18,-46.42,1479.3,64.9,55.0,26.44,8.36,3943.6,4.04,246.792,194.664,52.128,-71.735,1,29.0237,0
"31.6",274.77,10747.4,566.65,120.11,0.6,43.0,72.18,-46.54,1479.3,64.9,55.0,26.41,8.36,3935.0,4.1,246.175,194.742,51.433,-73.005,1,27.9286,0
"31.7",274.47,10751.5,566.7,119.96,0.6,42.7,72.18,-46.65,1479.4,64.9,55.0,26.43,8.36,3945.7,4.09,246.365,194.793,51.572,-74.134,1,26.0509,0
"31.8",274.11,10785.7,566.75,120.66,0.6,42.7,72.18,-46.76,1478.9,64.9,55.0,26.42,8.36,3959.5,4.06,246.798,194.847,51.951,-75.477,1,24.5041,0
"31.9",275.21,10711.1,566.73,119.99,0.6,43.0,72.18,-46.43,1479.4,95.0,55.0,26.41,8.37,4860.2,4.14,358.578,284.901,73.677,-71.16,1,-82.7543,1
"32.0",276.25,10726.7,566.59,119.8,0.6,43.2,72.18,-46.16,1480.6,95.0,55.0,26.43,8.37,4864.2,4.18,357.942,284.916,73.026,-67.464,1,-77.307,0
"32.1",275.88,10757.4,566.68,120.68,0.6,43.1,72.18,-46.28,1479.0,65.0,55.0,26.43,8.37,3954.6,4.13,246.002,194.865,51.137,-69.053,1,33.9903,0
"32.2",275.63,10776.8,566.63,119.85,0.6,43.4,72.18,-46.4,1480.0,65.0,55.0,26.46,8.37,3959.1,4.12,246.129,194.871,51.258,-70.651,1,31.0697,0
"32.3",275.35,10746.4,566.61,119.78,0.6,43.1,72.18,-46.52,1479.8,65.0,55.0,26.43,8.37,3956.2,4.08,246.586,194.868,51.718,-72.042,1,28.7478,0
"32.4",275.05,10706.3,566.66,119.55,0.6,43.1,72.18,-46.63,1478.1,65.0,55.0,26.38,8.37,3941.6,4.13,246.012,194.883,51.129,-73.469,1,27.2553,0
"32.5",274.73,10761.6,566.64,119.76,0.6,43.1,72.18,-46.75,1479.4,65.0,55.0,26.46,8.37,3940.2,4.12,246.155,194.907,51.248,-74.802,1,25.5598,0
"32.6",275.81,10758.4,566.66,119.14,0.6,43.1,72.18,-46.38,1480.2,95.0,55.0,26.43,8.37,4856.9,4.1,359.321,284.961,74.36,-70.487,1,-83.0386,1
"32.7",276.81,10730.9,566.59,119.7,0.6,43.4,72.18,-46.08,1481.9,95.0,55.0,26.46,8.37,4862.5,4.09,359.44,284.916,74.524,-66.909,1,-77.7097,0
"32.8",276.36,10713.0,566.63,120.66,0.6,43.0,72.18,-46.2,1479.7,65.0,55.0,26.46,8.37,3958.9,4.09,246.55,194.931,51.619,-68.377,1,34.6536,0
"32.9",276.03,10709.7,566.59,120.71,0.6,43.1,72.18,-46.33,1480.0,65.0,55.0,26.44,8.37,3957.3,4.05,246.975,194.895,52.08,-70.085,1,32.1152,0
"33.0",275.69,10741.7,566.62,120.4,0.599,43.0,72.19,-46.45,1479.5,65.0,55.0,26.45,8.37,3945.4,4.14,245.89,194.874,51.016,-71.536,1,30.9801,0
"33.1",275.38,10773.0,566.62,121.0,0.599,43.3,72.19,-46.57,1479.6,65.0,55.0,26.45,8.37,3973.3,4.09,246.494,194.874,51.62,-73.134,1,28.9538,0
"33.2",274.98,10749.5,566.62,120.49,0.6,43.2,72.19,-46.68,1479.6,65.0,55.0,26.4,8.37,3948.5,4.06,246.888,194.928,51.96,-74.413,1,26.253,0
"33.3",276.09,10747.2,566.6,119.07,0.6,42.9,72.19,-46.3,1478.5,95.0,55.0,26.44,8.37,4854.3,4.06,359.965,284.931,75.034,-70.302,1,-83.206,1
"33.4",277.16,10767.1,566.6,119.48,0.599,43.6,72.19,-46.0,1478.2,95.0,55.0,26.48,8.38,4856.6,4.09,359.509,284.976,74.533,-66.311,0,-76.982,0
"33.5",276.81,10777.9,566.62,120.24,0.599,43.2,72.19,-46.13,1480.0,65.0,55.0,26.46,8.37,3949.5,4.03,247.333,194.997,52.336,-67.931,0,34.4164,0
"33.6",276.42,10746.7,566.56,119.53,0.6,42.5,72.19,-46.26,1480.8,65.0,55.0,26.44,8.37,3954.2,4.07,246.761,194.916,51.845,-69.715,0,31.9773,0
"33.7",275.98,10731.6,566.58,120.0,0.6,43.2,72.19,-46.38,1480.9,65.0,55.0,26.42,8.37,3958.4,4.05,247.013,194.925,52.088,-71.333,0,30.0172,0
"33.8",275.73,10691.7,566.64,120.48,0.6,43.4,72.19,-46.5,1479.8,65.0,55.0,26.43,8.37,3960.3,4.08,246.695,194.952,51.743,-72.705,0,29.0731,0
"33.9",275.43,10709.2,566.67,120.35,0.599,42.8,72.19,-46.62,1479.1,65.0,55.0,26.47,8.37,3933.0,4.13,246.182,195.027,51.155,-74.08,0,27.668,0
"34.0",275.09,10754.7,566.58,119.33,0.599,43.1,72.19,-46.73,1482.3,65.0,55.0,26.43,8.37,3932.8,4.2,245.343,194.985,50.358,-75.426,0,25.6988,0
"34.1",276.12,10743.4,566.54,119.27,0.599,43.2,72.19,-46.35,1479.9,95.0,55.0,26.42,8.38,4857.9,4.06,359.984,284.943,75.041,-71.134,0,-83.8781,1
"34.2",277.22,10713.1,566.64,119.86,0.599,42.6,72.19,-46.06,1479.7,95.0,55.0,26.46,8.38,4843.0,4.07,359.819,284.961,74.858,-67.239,0,-77.8342,0
"34.3",276.87,10753.0,566.67,119.79,0.599,42.9,72.19,-46.19,1478.3,65.0,55.0,26.48,8.38,3946.9,4.12,246.314,195.03,51.284,-68.927,0,34.0048,0
"34.4",276.51,10715.4,566.66,120.62,0.599,43.0,72.19,-46.31,1479.1,65.0,55.0,26.45,8.38,3943.5,4.07,246.844,194.991,51.853,-70.624,0,32.1145,0
"34.5",276.27,10762.6,566.56,119.83,0.599,43.0,72.2,-46.43,1480.5,65.0,55.0,26.45,8.38,3953.9,4.08,246.755,195.006,51.749,-71.913,0,29.7669,0
"34.6",275.99,10700.9,566.54,120.11,0.599,42.8,72.2,-46.55,1482.2,65.0,55.0,26.49,8.38,3955.4,4.1,246.505,194.991,51.514,-73.371,0,28.4426,0
"34.7",275.55,10746.7,566.64,119.57,0.599,43.0,72.2,-46.66,1479.2,65.0,55.0,26.43,8.38,3932.4,4.13,246.103,194.964,51.139,-74.826,0,26.2997,0
"34.8",275.17,10728.6,566.58,119.81,0.599,42.5,72.2,-46.77,1478.5,65.0,55.0,26.46,8.38,3959.2,4.08,246.765,195.009,51.756,-76.056,0,24.1489,0
"34.9",276.33,10774.4,566.49,119.71,0.599,43.4,72.2,-46.41,1480.4,95.0,55.0,26.47,8.38,4853.6,4.04,360.406,285.006,75.4,-71.838,0,-84.4098,1
"35.0",277.28,10709.6,566.62,118.96,0.6,42.8,72.2,-46.07,1480.2,95.0,55.0,26.48,8.38,4857.6,4.06,360.021,284.973,75.048,-67.548,0,-79.2033,0
"35.1",276.8,10723.0,566.57,120.61,0.599,43.1,72.2,-46.2,1479.6,65.0,55.0,26.42,8.38,3952.7,4.02,247.494,195.027,52.467,-69.366,0,33.1141,0
"35.2",276.46,10741.1,566.62,120.13,0.599,43.1,72.2,-46.33,1479.7,65.0,55.0,26.42,8.38,3943.7,4.17,245.665,194.967,50.698,-71.095,0,32.28,0
"35.3",276.12,10748.7,566.67,119.42,0.599,43.0,72.2,-46.45,1481.4,65.0,55.0,26.42,8.38,3941.3,4.1,246.45,194.958,51.492,-72.475,0,28.9313,0
"35.4",275.76,10760.1,566.61,119.84,0.599,42.6,72.2,-46.56,1479.1,65.0,55.0,26.44,8.38,3930.4,4.07,246.872,195.024,51.848,-74.036,0,26.8969,0
"35.5",275.45,10772.8,566.64,119.45,0.599,42.9,72.2,-46.68,1479.0,65.0,55.0,26.46,8.38,3945.4,4.04,247.265,195.042,52.223,-75.17,0,24.5545,0
"35.6",275.08,10754.5,566.52,120.0,0.599,42.5,72.2,-46.78,1479.2,65.0,55.0,26.48,8.38,3944.6,4.06,246.974,195.0,51.974,-76.32,0,23.7619,0
"35.7",276.15,10762.5,566.57,119.62,0.599,42.7,72.2,-46.46,1478.9,95.0,55.0,26.47,8.38,4841.3,4.12,358.994,284.982,74.012,-72.117,0,-83.5941,1
"35.8",277.24,10747.6,566.6,119.93,0.599,43.1,72.2,-46.17,1478.7,95.0,55.0,26.49,8.38,4844.5,4.09,359.489,284.97,74.519,-68.238,0,-78.5207,0
"35.9",276.89,10710.1,566.57,120.55,0.599,42.7,72.2,-46.29,1480.6,65.0,55.0,26.47,8.38,3967.6,4.09,246.585,194.952,51.633,-69.711,0,33.6223,0
"36.0",276.51,10763.8,566.66,120.38,0.599,43.3,72.2,-46.42,1480.7,65.0,55.0,26.49,8.38,3944.8,4.15,245.892,194.967,50.925,-71.445,0,31.9104,0
"36.1",276.11,10738.0,566.57,119.51,0.599,42.3,72.21,-46.53,1479.5,65.0,55.0,26.43,8.38,3946.4,4.2,245.275,194.919,50.356,-72.929,0,29.6559,0
"36.2",275.65,10684.7,566.58,119.98,0.599,43.2,72.21,-46.65,1478.9,65.0,55.0,26.45,8.38,3952.9,4.19,245.329,194.868,50.461,-74.371,0,28.0619,0
"36.3",275.3,10676.1,566.57,119.43,0.599,43.6,72.21,-46.76,1478.4,65.0,55.0,26.45,8.38,3972.4,4.05,246.967,194.877,52.09,-75.415,0,24.3577,0
"36.4",274.96,10777.8,566.64,118.93,0.599,43.1,72.21,-46.86,1480.3,65.0,55.0,26.48,8.38,3948.9,4.14,245.983,194.946,51.037,-76.717,0,23.096,0
"36.5",276.01,10707.0,566.63,119.28,0.599,42.7,72.21,-46.48,1478.3,95.0,55.0,26.4,8.38,4856.6,4.05,360.163,284.949,75.214,-72.467,0,-85.6207,1
"36.6",277.02,10728.5,566.55,119.16,0.599,42.7,72.21,-46.18,1480.9,95.0,55.0,26.48,8.39,4827.9,4.13,358.764,284.943,73.821,-68.382,0,-78.9451,0
"36.7",276.62,10686.0,566.65,120.03,0.599,43.1,72.21,-46.31,1479.9,65.0,55.0,26.5,8.39,3933.0,4.25,244.663,194.877,49.786,-70.195,0,34.2635,0
"36.8",276.27,10740.2,566.62,119.45,0.599,43.0,72.21,-46.43,1479.6,65.0,55.0,26.45,8.38,3956.3,4.09,246.544,194.928,51.616,-71.639,0,29.8758,0
"36.9",275.87,10704.3,566.52,118.87,0.599,42.9,72.21,-46.55,1479.5,65.0,55.0,26.47,8.38,3951.4,4.08,246.656,194.928,51.728,-73.109,0,27.1994,0
"37.0",275.52,10724.5,566.54,120.15,0.599,42.3,72.21,-46.66,1479.6,65.0,55.0,26.48,8.38,3965.5,4.04,247.132,194.919,52.213,-74.398,0,26.2516,0
"37.1",275.09,10735.8,566.66,118.92,0.599,42.5,72.21,-46.77,1480.9,65.0,55.0,26.44,8.38,3956.3,4.14,245.961,194.922,51.039,-75.598,0,24.4532,0
"37.2",274.76,10736.4,566.54,120.34,0.599,43.2,72.21,-46.87,1481.8,64.9,55.0,26.48,8.38,3944.6,4.13,245.97,194.847,51.123,-76.754,0,24.2733,0
"37.3",275.78,10728.8,566.54,119.93,0.599,43.1,72.21,-46.54,1479.0,94.9,55.0,26.47,8.39,4834.0,4.1,359.148,284.841,74.307,-72.605,0,-84.3736,1
"37.4",276.82,10714.2,566.59,119.82,0.599,42.8,72.21,-46.2,1478.9,95.0,55.0,26.49,8.39,4844.5,4.04,360.232,284.874,75.358,-68.404,0,-80.0039,0
"37.5",276.54,10643.7,566.59,120.55,0.6,43.0,72.21,-46.33,1478.3,65.0,55.0,26.47,8.39,3955.3,4.06,246.891,194.925,51.966,-70.053,0,32.5792,0
"37.6",276.14,10761.3,566.55,119.56,0.6,43.1,72.22,-46.45,1478.7,65.0,55.0,26.48,8.39,3947.4,4.12,246.166,194.91,51.256,-71.69,0,30.1689,0
"37.7",275.72,10743.5,566.54,119.91,0.599,42.1,72.22,-46.56,1479.8,65.0,55.0,26.47,8.39,3969.8,4.14,246.004,194.946,51.058,-72.97,0,28.8565,0
"37.8",275.32,10734.6,566.56,118.66,0.599,43.2,72.22,-46.68,1479.3,65.0,55.0,26.49,8.39,3929.2,4.08,246.626,194.922,51.704,-74.247,0,25.2019,0
"37.9",274.85,10736.6,566.62,119.61,0.599,43.1,72.22,-46.79,1482.2,65.0,55.0,26.48,8.39,3949.0,4.17,245.633,194.937,50.696,-75.817,0,24.9932,0
"38.0",275.91,10764.1,566.6,119.32,0.599,42.8,72.22,-46.44,1479.5,95.0,55.0,26.45,8.39,4844.1,4.11,359.083,284.916,74.167,-71.384,0,-83.4724,1
"38.1",276.99,10761.9,566.56,119.28,0.599,43.2,72.22,-46.11,1479.7,95.0,55.0,26.47,8.39,4845.3,4.07,359.776,284.925,74.851,-67.406,0,-78.8246,0
"38.2",276.59,10718.2,566.51,119.25,0.599,42.8,72.22,-46.24,1481.5,65.0,55.0,26.45,8.39,3948.9,4.13,246.034,194.895,51.139,-69.062,0,33.2728,0
"38.3",276.15,10728.3,566.63,119.53,0.599,43.0,72.22,-46.36,1481.6,65.0,55.0,26.46,8.39,3946.1,4.08,246.647,194.925,51.722,-70.868,0,30.5716,0
"38.4",275.66,10748.9,566.6,120.21,0.599,43.5,72.22,-46.48,1480.4,65.0,55.0,26.46,8.39,3949.5,4.03,247.28,194.955,52.325,-72.053,0,28.8189,0
